date,product,sales,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14
2018-09-25,Garment Upper body,2176,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0,211.0,94.0,1.0,2173.0,911.0
2018-09-25,Interior textile,1,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0,211.0,94.0,1.0,2173.0
2018-09-25,Nightwear,97,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0,211.0,94.0,1.0
2018-09-25,Shoes,194,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0,211.0,94.0
2018-09-25,Socks & Tights,179,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0,211.0
2018-09-25,Swimwear,89,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0,177.0
2018-09-25,Underwear,236,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0,91.0
2018-09-25,Underwear/nightwear,2,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0,250.0
2018-09-25,Unknown,5,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0,1.0
2018-09-26,Accessories,431,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0,5.0
2018-09-26,Cosmetic,2,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0,386.0
2018-09-26,Garment Full body,545,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0,4.0
2018-09-26,Garment Lower body,930,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0,537.0
2018-09-26,Garment Upper body,2317,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0,905.0
2018-09-26,Items,1,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0,2176.0
2018-09-26,Nightwear,110,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0,1.0
2018-09-26,Shoes,189,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0,97.0
2018-09-26,Socks & Tights,200,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0,194.0
2018-09-26,Swimwear,93,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0,179.0
2018-09-26,Underwear,256,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0,89.0
2018-09-26,Underwear/nightwear,3,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0,236.0
2018-09-26,Unknown,5,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0,2.0
2018-09-27,Accessories,421,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0,5.0
2018-09-27,Cosmetic,3,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0,431.0
2018-09-27,Garment Full body,540,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0,2.0
2018-09-27,Garment Lower body,857,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0,545.0
2018-09-27,Garment Upper body,2166,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0,930.0
2018-09-27,Interior textile,1,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0,2317.0
2018-09-27,Items,1,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0,1.0
2018-09-27,Nightwear,105,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0,110.0
2018-09-27,Shoes,183,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0,189.0
2018-09-27,Socks & Tights,170,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0,200.0
2018-09-27,Swimwear,89,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0,93.0
2018-09-27,Underwear,243,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0,256.0
2018-09-27,Underwear/nightwear,3,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0,3.0
2018-09-27,Unknown,7,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0,5.0
2018-09-28,Accessories,475,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0,421.0
2018-09-28,Cosmetic,5,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0,3.0
2018-09-28,Garment Full body,589,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0,540.0
2018-09-28,Garment Lower body,964,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0,857.0
2018-09-28,Garment Upper body,2424,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0,2166.0
2018-09-28,Items,1,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0,1.0
2018-09-28,Nightwear,110,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0,1.0
2018-09-28,Shoes,213,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0,105.0
2018-09-28,Socks & Tights,209,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0,183.0
2018-09-28,Swimwear,99,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0,170.0
2018-09-28,Underwear,270,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0,89.0
2018-09-28,Underwear/nightwear,2,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0,243.0
2018-09-28,Unknown,5,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0,3.0
2018-09-29,Accessories,620,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0,7.0
2018-09-29,Cosmetic,9,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0,475.0
2018-09-29,Garment Full body,715,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0,5.0
2018-09-29,Garment Lower body,1120,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0,589.0
2018-09-29,Garment Upper body,2832,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0,964.0
2018-09-29,Items,1,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0,2424.0
2018-09-29,Nightwear,121,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0,1.0
2018-09-29,Shoes,252,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0,110.0
2018-09-29,Socks & Tights,253,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0,213.0
2018-09-29,Swimwear,118,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0,209.0
2018-09-29,Underwear,317,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0,99.0
2018-09-29,Underwear/nightwear,4,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0,270.0
2018-09-29,Unknown,8,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0,2.0
2018-09-30,Accessories,381,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0,5.0
2018-09-30,Cosmetic,5,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0,620.0
2018-09-30,Garment Full body,483,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0,9.0
2018-09-30,Garment Lower body,821,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0,715.0
2018-09-30,Garment Upper body,2071,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0,1120.0
2018-09-30,Items,1,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0,2832.0
2018-09-30,Nightwear,89,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0,1.0
2018-09-30,Shoes,173,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0,121.0
2018-09-30,Socks & Tights,185,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0,252.0
2018-09-30,Swimwear,72,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0,253.0
2018-09-30,Underwear,233,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0,118.0
2018-09-30,Underwear/nightwear,2,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0,317.0
2018-09-30,Unknown,4,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0,4.0
2018-10-01,Accessories,384,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0,8.0
2018-10-01,Cosmetic,3,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0,381.0
2018-10-01,Garment Full body,507,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0,5.0
2018-10-01,Garment Lower body,845,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0,483.0
2018-10-01,Garment Upper body,2106,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0,821.0
2018-10-01,Items,1,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0,2071.0
2018-10-01,Nightwear,99,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0,1.0
2018-10-01,Shoes,211,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0,89.0
2018-10-01,Socks & Tights,165,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0,173.0
2018-10-01,Swimwear,94,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0,185.0
2018-10-01,Underwear,241,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0,72.0
2018-10-01,Underwear/nightwear,2,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0,233.0
2018-10-01,Unknown,5,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0,2.0
2018-10-02,Accessories,373,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0,4.0
2018-10-02,Cosmetic,4,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0,384.0
2018-10-02,Garment Full body,513,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0,3.0
2018-10-02,Garment Lower body,875,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0,507.0
2018-10-02,Garment Upper body,2151,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0,845.0
2018-10-02,Interior textile,1,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0,2106.0
2018-10-02,Items,1,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0,1.0
2018-10-02,Nightwear,97,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0,99.0
2018-10-02,Shoes,182,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0,211.0
2018-10-02,Socks & Tights,189,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0,165.0
2018-10-02,Swimwear,91,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0,94.0
2018-10-02,Underwear,218,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0,241.0
2018-10-02,Underwear/nightwear,4,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0,2.0
2018-10-02,Unknown,6,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0,5.0
2018-10-03,Accessories,389,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0,373.0
2018-10-03,Cosmetic,3,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0,4.0
2018-10-03,Garment Full body,474,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0,513.0
2018-10-03,Garment Lower body,846,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0,875.0
2018-10-03,Garment Upper body,2171,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0,2151.0
2018-10-03,Items,1,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0,1.0
2018-10-03,Nightwear,100,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0,1.0
2018-10-03,Shoes,173,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0,97.0
2018-10-03,Socks & Tights,196,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0,182.0
2018-10-03,Swimwear,84,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0,189.0
2018-10-03,Underwear,233,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0,91.0
2018-10-03,Underwear/nightwear,2,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0,218.0
2018-10-03,Unknown,5,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0,4.0
2018-10-04,Accessories,377,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0,6.0
2018-10-04,Cosmetic,5,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0,389.0
2018-10-04,Garment Full body,471,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0,3.0
2018-10-04,Garment Lower body,847,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0,474.0
2018-10-04,Garment Upper body,2072,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0,846.0
2018-10-04,Items,1,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0,2171.0
2018-10-04,Nightwear,79,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0,1.0
2018-10-04,Shoes,177,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0,100.0
2018-10-04,Socks & Tights,171,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0,173.0
2018-10-04,Swimwear,77,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0,196.0
2018-10-04,Underwear,228,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0,84.0
2018-10-04,Underwear/nightwear,1,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0,233.0
2018-10-04,Unknown,6,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0,2.0
2018-10-05,Accessories,365,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0,5.0
2018-10-05,Cosmetic,4,365.0,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0,377.0
2018-10-05,Garment Full body,470,4.0,365.0,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0,5.0
2018-10-05,Garment Lower body,761,470.0,4.0,365.0,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0,471.0
2018-10-05,Garment Upper body,1935,761.0,470.0,4.0,365.0,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0,847.0
2018-10-05,Items,1,1935.0,761.0,470.0,4.0,365.0,6.0,1.0,228.0,77.0,171.0,177.0,79.0,1.0,2072.0
